customer_id,customer_fname,customer_lname,customer_email,customer_pwd,customer_street,customer_city,customer_state,zip_code,number_of_orders,voice_mail_active
5593,Jacqueline,Smith,XXXXXXXXX,XXXXXXXXX,6040 Sleepy Plaza,Washington,DC,20002,31,yes
5594,Mary,Davidson,XXXXXXXXX,XXXXXXXXX,7190 Silver Horse Glade,Caguas,PR,725,25,yes
5595,Samuel,Santos,XXXXXXXXX,XXXXXXXXX,8733 Sunny Woods,Spring Valley,CA,91977,0,no
5596,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1439 Silent Pathway,Caguas,PR,725,35,yes
5597,Robert,Irwin,XXXXXXXXX,XXXXXXXXX,2071 Noble Lagoon Farms,Olathe,KS,66062,26,yes
5598,Sharon,Smith,XXXXXXXXX,XXXXXXXXX,760 Sleepy Key,Houston,TX,77093,0,no
5599,Mary,Galvan,XXXXXXXXX,XXXXXXXXX,9768 Indian Lake Pathway,Levittown,NY,11756,31,yes
5600,Helen,Smith,XXXXXXXXX,XXXXXXXXX,2736 Blue Crest,Caguas,PR,725,37,yes
5601,Deborah,Roberts,XXXXXXXXX,XXXXXXXXX,6460 Amber Dell,Sacramento,CA,95828,0,no
5602,Mary,Parrish,XXXXXXXXX,XXXXXXXXX,1795 Fallen Corners,Caguas,PR,725,16,yes
5603,David,Smith,XXXXXXXXX,XXXXXXXXX,588 Rocky Quail Round,Charlotte,NC,28205,37,yes
5604,Frances,Randall,XXXXXXXXX,XXXXXXXXX,1185 High View By-pass,Highland Park,MI,48203,0,no
5605,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1533 Sleepy Cider Acres,Caguas,PR,725,0,no
5606,Teresa,White,XXXXXXXXX,XXXXXXXXX,4251 Iron Robin Falls,New York,NY,10011,0,no
5607,Mary,Heath,XXXXXXXXX,XXXXXXXXX,681 Tawny Range,Caguas,PR,725,0,no
5608,James,Smith,XXXXXXXXX,XXXXXXXXX,6499 Indian Run,New York,NY,10031,31,yes
5609,Michael,Bailey,XXXXXXXXX,XXXXXXXXX,7106 Emerald Pony Mountain,Morristown,NJ,7960,0,no
5610,Mary,Wheeler,XXXXXXXXX,XXXXXXXXX,4021 Cozy Bluff Boulevard,Caguas,PR,725,0,no
5611,Michael,Williamson,XXXXXXXXX,XXXXXXXXX,5008 Merry Highlands,Virginia Beach,VA,23452,0,no
5612,Mary,Huang,XXXXXXXXX,XXXXXXXXX,7417 Honey Mountain Lookout,Caguas,PR,725,0,no
5613,Michael,Smith,XXXXXXXXX,XXXXXXXXX,8342 Green Orchard,Chicago,IL,60632,0,no
5614,Carolyn,Adams,XXXXXXXXX,XXXXXXXXX,6460 Amber Dell,Aurora,IL,60506,25,yes
5615,Albert,Smith,XXXXXXXXX,XXXXXXXXX,65 Stony Concession,Caguas,PR,725,38,yes
5616,Mary,Dudley,XXXXXXXXX,XXXXXXXXX,5486 Jagged Lake Avenue,Oxnard,CA,93030,0,no
5617,Barbara,Smith,XXXXXXXXX,XXXXXXXXX,3829 Gentle Beacon Meadow,Huntington Station,NY,11746,0,no
5618,Victoria,Morales,XXXXXXXXX,XXXXXXXXX,2232 Broad Cove,Caguas,PR,725,0,no
5619,Mary,Smith,XXXXXXXXX,XXXXXXXXX,6077 Golden Gate Road,Potomac,MD,20854,0,no
5620,Randy,Watts,XXXXXXXXX,XXXXXXXXX,1966 Easy Trace,Caguas,PR,725,42,yes
5621,Mary,Smith,XXXXXXXXX,XXXXXXXXX,4485 Hidden Timber Alley,Virginia Beach,VA,23452,0,no
5622,Ronald,Hall,XXXXXXXXX,XXXXXXXXX,3698 Sleepy Park,Caguas,PR,725,0,no
5623,Jose,Haley,XXXXXXXXX,XXXXXXXXX,1832 Dusty Oak Harbour,Columbus,OH,43207,23,yes
5624,Mary,Mata,XXXXXXXXX,XXXXXXXXX,7353 Round Spring Chase,Caguas,PR,725,0,no
5625,Thomas,Smith,XXXXXXXXX,XXXXXXXXX,6876 Grand Park,Goleta,CA,93117,0,no
5626,Frank,Morgan,XXXXXXXXX,XXXXXXXXX,7274 Harvest Ledge,Caguas,PR,725,0,no
5627,Judith,Ferguson,XXXXXXXXX,XXXXXXXXX,8279 Shady Apple Farms,Jacksonville,FL,32225,31,yes
5628,Zachary,Holt,XXXXXXXXX,XXXXXXXXX,4761 Amber Rabbit Path,Caguas,PR,725,0,no
5629,Mary,Carey,XXXXXXXXX,XXXXXXXXX,5213 Noble Bluff Grounds,Glendale,AZ,85301,0,no
5630,Raymond,Smith,XXXXXXXXX,XXXXXXXXX,733 Thunder Log Bend,Caguas,PR,725,0,no
5631,Gloria,Goodman,XXXXXXXXX,XXXXXXXXX,3971 Bright Glen,Los Angeles,CA,90066,0,no
5632,Douglas,Mcbride,XXXXXXXXX,XXXXXXXXX,8659 Foggy Deer Port,Union,NJ,7083,0,no
5633,Mary,Smith,XXXXXXXXX,XXXXXXXXX,8811 Rustic Butterfly Byway,Caguas,PR,725,27,yes
5634,Carl,Sullivan,XXXXXXXXX,XXXXXXXXX,772 Emerald Embers Square,Lynn,MA,1902,0,no
5635,Mary,Chavez,XXXXXXXXX,XXXXXXXXX,5918 Easy Mountain Beach,Caguas,PR,725,0,no
5636,Hannah,Smith,XXXXXXXXX,XXXXXXXXX,6339 Honey Pathway,Columbus,GA,31907,0,no
5637,Mary,Wong,XXXXXXXXX,XXXXXXXXX,6449 Harvest Apple Freeway,New Orleans,LA,70117,0,no
5638,Tyler,Smith,XXXXXXXXX,XXXXXXXXX,1171 Crystal Butterfly Inlet,Caguas,PR,725,32,yes
5639,Mary,Foster,XXXXXXXXX,XXXXXXXXX,9394 Umber Abbey,Tampa,FL,33624,0,no
5640,Matthew,Smith,XXXXXXXXX,XXXXXXXXX,1121 Amber Abbey,Cumberland,MD,21502,0,no
5641,Eric,Cohen,XXXXXXXXX,XXXXXXXXX,1399 Dewy Expressway,Caguas,PR,725,33,yes
5642,Mary,Smith,XXXXXXXXX,XXXXXXXXX,4506 Golden Branch End,Columbia,TN,38401,0,no
5643,Tiffany,Caldwell,XXXXXXXXX,XXXXXXXXX,3632 Fallen Pioneer Isle,Silver Spring,MD,20904,0,no
5644,Carl,Horn,XXXXXXXXX,XXXXXXXXX,143 Clear Pony Byway,Caguas,PR,725,25,yes
5645,Mary,Villegas,XXXXXXXXX,XXXXXXXXX,7377 Jagged Nook,Oxnard,CA,93033,0,no
5646,Christine,Smith,XXXXXXXXX,XXXXXXXXX,7940 Noble Field,Jamaica,NY,11435,0,no
5647,Mary,Phelps,XXXXXXXXX,XXXXXXXXX,3649 Fallen Street,Caguas,PR,725,0,no
5648,Joshua,Smith,XXXXXXXXX,XXXXXXXXX,864 Iron Spring Stead,Memphis,TN,38111,35,yes
5649,Mary,Nguyen,XXXXXXXXX,XXXXXXXXX,6523 Middle Leaf Range,Caguas,PR,725,0,no
5650,Joseph,Hutchinson,XXXXXXXXX,XXXXXXXXX,8263 Rustic Common,Brooklyn,NY,11230,0,no
5651,Michelle,Smith,XXXXXXXXX,XXXXXXXXX,3874 Cotton Heath,West Chester,PA,19380,0,no
5652,Mary,Garcia,XXXXXXXXX,XXXXXXXXX,9986 Misty Pathway,Bend,OR,97701,0,no
5653,Jean,Schultz,XXXXXXXXX,XXXXXXXXX,100 Pleasant Rabbit Hill,Lancaster,SC,29720,30,yes
5654,Jerry,Smith,XXXXXXXXX,XXXXXXXXX,9293 Hidden Vista,Caguas,PR,725,0,no
5655,Mary,Bryant,XXXXXXXXX,XXXXXXXXX,3244 Misty Leaf Inlet,Los Angeles,CA,90027,0,no
5656,Marilyn,Smith,XXXXXXXXX,XXXXXXXXX,8187 Velvet End,Caguas,PR,725,35,yes
5657,Mary,James,XXXXXXXXX,XXXXXXXXX,1389 Dusty Circuit,Lakewood,OH,44107,0,no
5658,Michael,Wiley,XXXXXXXXX,XXXXXXXXX,7678 Lazy Farms,Harlingen,TX,78550,0,no
5659,Betty,Smith,XXXXXXXXX,XXXXXXXXX,2232 Broad Cove,Sheboygan,WI,53081,0,no
5660,Mary,Maldonado,XXXXXXXXX,XXXXXXXXX,8984 Dewy Arbor,Caguas,PR,725,0,no
5661,Christopher,Smith,XXXXXXXXX,XXXXXXXXX,3570 Stony View,Indio,CA,92201,0,no
5662,Mary,Figueroa,XXXXXXXXX,XXXXXXXXX,9030 Clear Glade,Scottsdale,AZ,85254,0,no
5663,Jennifer,Smith,XXXXXXXXX,XXXXXXXXX,3580 Sleepy Quail Crest,Caguas,PR,725,0,no
5664,Teresa,Allen,XXXXXXXXX,XXXXXXXXX,9084 Noble Horse Crescent,South Gate,CA,90280,0,no
5665,Mary,Smith,XXXXXXXXX,XXXXXXXXX,4868 Wishing Port,Virginia Beach,VA,23455,34,yes
5666,Katherine,Martin,XXXXXXXXX,XXXXXXXXX,4377 Heather Canyon,Caguas,PR,725,0,no
5667,Mary,Smith,XXXXXXXXX,XXXXXXXXX,5717 Harvest Front,Ewa Beach,HI,96706,0,no
5668,Christina,Hawkins,XXXXXXXXX,XXXXXXXXX,9922 Umber Promenade,Caguas,PR,725,0,no
5669,Mary,Smith,XXXXXXXXX,XXXXXXXXX,5759 Little Timber By-pass,Cerritos,CA,90703,0,no
5670,Rachel,Bailey,XXXXXXXXX,XXXXXXXXX,7775 Sleepy Farm,Caguas,PR,725,37,yes
5671,Jacqueline,Lam,XXXXXXXXX,XXXXXXXXX,1507 Hazy Elk Path,Philadelphia,PA,19120,0,no
5672,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3663 Umber Cloud Arbor,Chandler,AZ,85225,0,no
5673,Jean,Dunn,XXXXXXXXX,XXXXXXXXX,8837 Blue Hills Harbour,Roswell,NM,88201,0,no
5674,Ethan,Cross,XXXXXXXXX,XXXXXXXXX,9133 Cotton Robin Vale,Ewa Beach,HI,96706,17,yes
5675,Mary,Juarez,XXXXXXXXX,XXXXXXXXX,7282 Wishing Log Boulevard,Caguas,PR,725,0,no
5676,William,Smith,XXXXXXXXX,XXXXXXXXX,7096 Hidden Parade,Chicago,IL,60643,0,no
5677,Paul,Mccullough,XXXXXXXXX,XXXXXXXXX,2503 Easy Path,Caguas,PR,725,0,no
5678,Nathan,Smith,XXXXXXXXX,XXXXXXXXX,4900 Crystal Fawn Isle,Palmdale,CA,93550,0,no
5679,Mary,Rodriguez,XXXXXXXXX,XXXXXXXXX,3702 Burning Passage,Plymouth,MA,2360,0,no
5680,Laura,Young,XXXXXXXXX,XXXXXXXXX,3567 Misty Circle,Pomona,CA,91767,0,no
5681,Heather,Green,XXXXXXXXX,XXXXXXXXX,8528 Silent Crossing,Caguas,PR,725,29,yes
5682,Mary,Proctor,XXXXXXXXX,XXXXXXXXX,9601 Jagged River Bay,Redmond,WA,98052,20,yes
5683,Rachel,Smith,XXXXXXXXX,XXXXXXXXX,5926 Grand Pony Farms,Cleveland,OH,44118,0,no
5684,Mary,Harmon,XXXXXXXXX,XXXXXXXXX,68 Colonial Rabbit Thicket,Caguas,PR,725,0,no
5685,Joshua,Smith,XXXXXXXXX,XXXXXXXXX,1674 Amber Loop,Brooklyn,NY,11218,0,no
5686,Mary,James,XXXXXXXXX,XXXXXXXXX,771 Misty Alley,Rochester,NY,14609,0,no
5687,Mary,Chapman,XXXXXXXXX,XXXXXXXXX,1430 Easy Spring Key,Fort Lauderdale,FL,33324,0,no
5688,Robert,Smith,XXXXXXXXX,XXXXXXXXX,586 Golden Hickory Valley,Caguas,PR,725,0,no
5689,Thomas,Ramsey,XXXXXXXXX,XXXXXXXXX,9725 Cotton Forest,El Cajon,CA,92020,0,no
5690,Mary,Smith,XXXXXXXXX,XXXXXXXXX,5950 Misty Branch Dale,Caguas,PR,725,0,no
5691,James,Brown,XXXXXXXXX,XXXXXXXXX,3444 Quiet Bluff Farm,Humacao,PR,791,0,no
5692,Shirley,Harvey,XXXXXXXXX,XXXXXXXXX,8808 Quaking Front,Caguas,PR,725,0,no
5693,Amber,Smith,XXXXXXXXX,XXXXXXXXX,3688 Colonial Pioneer Landing,Lockport,IL,60441,31,yes
5694,Mary,Potter,XXXXXXXXX,XXXXXXXXX,555 Honey Pond Inlet,Cary,NC,27511,0,no
5695,Jeffrey,Smith,XXXXXXXXX,XXXXXXXXX,3931 Gentle Ramp,Caguas,PR,725,0,no
5696,Mary,Rogers,XXXXXXXXX,XXXXXXXXX,6084 Noble Panda Landing,Philadelphia,PA,19131,0,no
5697,Doris,Shields,XXXXXXXXX,XXXXXXXXX,2743 Velvet Timber Carrefour,Caguas,PR,725,0,no
5698,Mary,Smith,XXXXXXXXX,XXXXXXXXX,8025 Velvet River Round,Fremont,CA,94536,33,yes
5699,Mildred,Murphy,XXXXXXXXX,XXXXXXXXX,2901 Easy Pond Arbor,Sunnyvale,CA,94087,29,yes
5700,Mary,Simmons,XXXXXXXXX,XXXXXXXXX,6553 Stony Goose Drive,Sacramento,CA,95822,45,yes
5701,Mary,Smith,XXXXXXXXX,XXXXXXXXX,629 Grand Inlet,Caguas,PR,725,0,no
5702,Karen,Johnson,XXXXXXXXX,XXXXXXXXX,9203 Dusty Vista,Tucson,AZ,85705,0,no
5703,Mary,Chang,XXXXXXXXX,XXXXXXXXX,2757 Tawny View Swale,Caguas,PR,725,0,no
5704,Matthew,Smith,XXXXXXXXX,XXXXXXXXX,6587 Stony Nectar Pointe,Medford,MA,2155,0,no
5705,Joyce,Frazier,XXXXXXXXX,XXXXXXXXX,2578 High Lagoon Crescent,Brandon,FL,33511,0,no
5706,Mary,Chan,XXXXXXXXX,XXXXXXXXX,3068 Grand Brook Drive,Caguas,PR,725,0,no
5707,Kathy,Sampson,XXXXXXXXX,XXXXXXXXX,2056 Misty Grove Rise,Hamilton,OH,45011,0,no
5708,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3095 Silver Lake Manor,Los Angeles,CA,90032,0,no
5709,Shirley,Johnson,XXXXXXXXX,XXXXXXXXX,6887 Clear Fawn Byway,Strongsville,OH,44136,0,no
5710,Mary,Garcia,XXXXXXXXX,XXXXXXXXX,8382 Stony Pond Crescent,Caguas,PR,725,0,no
5711,Nicholas,Patterson,XXXXXXXXX,XXXXXXXXX,4365 Dusty Thicket,Chambersburg,PA,17201,36,yes
5712,Mary,Smith,XXXXXXXXX,XXXXXXXXX,5919 Hidden Anchor Port,Chandler,AZ,85224,0,no
5713,Michael,Pope,XXXXXXXXX,XXXXXXXXX,3775 Bright Harbour,Caguas,PR,725,0,no
5714,Christopher,Meza,XXXXXXXXX,XXXXXXXXX,9992 Easy Front,Los Angeles,CA,90007,0,no
5715,Kelly,Smith,XXXXXXXXX,XXXXXXXXX,9623 Stony Bay,Caguas,PR,725,22,yes
5716,Mary,Hawkins,XXXXXXXXX,XXXXXXXXX,6415 Stony Route,Longview,WA,98632,0,no
5717,Robert,Andrews,XXXXXXXXX,XXXXXXXXX,5261 Amber Avenue,Bakersfield,CA,93308,30,yes
5718,Philip,Nixon,XXXXXXXXX,XXXXXXXXX,9456 Dewy Gate,Caguas,PR,725,0,no
5719,Mary,Smith,XXXXXXXXX,XXXXXXXXX,5736 Honey Downs,Virginia Beach,VA,23455,0,no
5720,Peter,Cooper,XXXXXXXXX,XXXXXXXXX,4466 Little Grove,Caguas,PR,725,0,no
5721,Roger,Conner,XXXXXXXXX,XXXXXXXXX,8005 Crystal Wood,Westland,MI,48185,32,yes
5722,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3032 Stony Front,Caguas,PR,725,0,no
5723,Samantha,Howard,XXXXXXXXX,XXXXXXXXX,3908 Gentle End,Enfield,CT,6082,0,no
5724,Christian,Doyle,XXXXXXXXX,XXXXXXXXX,7762 Rocky Carrefour,Caguas,PR,725,0,no
5725,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3882 Golden Maze,Brooklyn,NY,11219,19,yes
5726,Terry,Hartman,XXXXXXXXX,XXXXXXXXX,1134 Sunny Willow Round,North Hills,CA,91343,0,no
5727,Mary,Smith,XXXXXXXXX,XXXXXXXXX,8477 Middle Court,Cleveland,OH,44102,25,yes
5728,Sarah,Montoya,XXXXXXXXX,XXXXXXXXX,8736 Merry Extension,Caguas,PR,725,0,no
5729,Louis,Smith,XXXXXXXXX,XXXXXXXXX,6449 Harvest Apple Freeway,Mission,TX,78572,0,no
5730,Mary,Ashley,XXXXXXXXX,XXXXXXXXX,9792 Misty Trace,Doylestown,PA,18901,0,no
5731,Jennifer,Smith,XXXXXXXXX,XXXXXXXXX,6704 Misty Rabbit Autoroute,Caguas,PR,725,0,no
5732,Jacob,Perry,XXXXXXXXX,XXXXXXXXX,3235 Quiet Arbor,Frankfort,KY,40601,0,no
5733,Randy,Fisher,XXXXXXXXX,XXXXXXXXX,1513 Sunny Plaza,Caguas,PR,725,0,no
5734,Mary,Stanley,XXXXXXXXX,XXXXXXXXX,4880 Colonial Grounds,Fort Lauderdale,FL,33312,39,yes
5735,Ashley,Aguirre,XXXXXXXXX,XXXXXXXXX,3722 Green Alley,Caguas,PR,725,0,no
5736,Mary,Smith,XXXXXXXXX,XXXXXXXXX,8414 Velvet Island Ramp,Los Angeles,CA,90065,33,yes
5737,Brenda,Miller,XXXXXXXXX,XXXXXXXXX,6651 Iron Port,Caguas,PR,725,0,no
5738,Mildred,Taylor,XXXXXXXXX,XXXXXXXXX,923 Bright Forest Trail,Baltimore,MD,21229,0,no
5739,Mary,Palmer,XXXXXXXXX,XXXXXXXXX,1828 Iron Goose Mount,East Lansing,MI,48823,29,yes
5740,Lawrence,Smith,XXXXXXXXX,XXXXXXXXX,623 Shady Freeway,Caguas,PR,725,0,no
5741,Mary,Spencer,XXXXXXXXX,XXXXXXXXX,805 Amber Hills Crossing,Los Angeles,CA,90023,31,yes
5742,Laura,Smith,XXXXXXXXX,XXXXXXXXX,1338 Indian Prairie Extension,Bend,OR,97701,0,no
5743,Mary,Ball,XXXXXXXXX,XXXXXXXXX,119 Gentle Wynd,Caguas,PR,725,8,yes
5744,Walter,Smith,XXXXXXXXX,XXXXXXXXX,6306 Broad Rise Acres,Corona,NY,11368,0,no
5745,Mary,Rodriguez,XXXXXXXXX,XXXXXXXXX,3691 Gentle Way,Ridgewood,NY,11385,0,no
5746,Julie,Anderson,XXXXXXXXX,XXXXXXXXX,4705 Easy Pathway,Yonkers,NY,10701,0,no
5747,Mary,Morrison,XXXXXXXXX,XXXXXXXXX,5477 Velvet Falls,San Benito,TX,78586,0,no
5748,Shawn,Mann,XXXXXXXXX,XXXXXXXXX,8977 Round Hickory Ledge,Caguas,PR,725,0,no
5749,Mary,Smith,XXXXXXXXX,XXXXXXXXX,6058 Fallen Walk,Houston,TX,77084,0,no
5750,Willie,Brown,XXXXXXXXX,XXXXXXXXX,5226 Dusty Wagon  Towers,Webster,NY,14580,0,no
5751,Mary,Pierce,XXXXXXXXX,XXXXXXXXX,9702 Cotton Treasure Dale,Caguas,PR,725,0,no
5752,Barbara,Smith,XXXXXXXXX,XXXXXXXXX,5271 Quaking Deer Bend,Albuquerque,NM,87120,0,no
5753,Mary,Arellano,XXXXXXXXX,XXXXXXXXX,65 Middle Farms,Caguas,PR,725,0,no
5754,Carol,Smith,XXXXXXXXX,XXXXXXXXX,5876 Fallen Willow Court,San Antonio,TX,78250,0,no
5755,Marie,Shah,XXXXXXXXX,XXXXXXXXX,7339 Cozy Ledge,Chicago,IL,60643,0,no
5756,Mary,Osborn,XXXXXXXXX,XXXXXXXXX,7787 Lazy Corners,Charlotte,NC,28205,36,yes
5757,Zachary,Smith,XXXXXXXXX,XXXXXXXXX,1984 Misty Rabbit Boulevard,Caguas,PR,725,0,no
5758,Jordan,Johnson,XXXXXXXXX,XXXXXXXXX,6473 Bright Expressway,Huntington Beach,CA,92647,15,yes
5759,Mary,Brown,XXXXXXXXX,XXXXXXXXX,8187 Sleepy Beacon Gardens,Caguas,PR,725,28,yes
5760,Larry,Beltran,XXXXXXXXX,XXXXXXXXX,4968 Colonial Forest Round,Pompano Beach,FL,33068,0,no
5761,Mary,Smith,XXXXXXXXX,XXXXXXXXX,7651 Honey Passage,Caguas,PR,725,0,no
5762,Crystal,Foster,XXXXXXXXX,XXXXXXXXX,5477 Velvet Falls,Trujillo Alto,PR,976,0,no
5763,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2757 Tawny View Swale,Clovis,CA,93611,21,yes
5764,William,Weiss,XXXXXXXXX,XXXXXXXXX,6412 Noble River Private,Caguas,PR,725,40,yes
5765,Maria,Smith,XXXXXXXXX,XXXXXXXXX,2983 Stony Townline,Painesville,OH,44077,31,yes
5766,Mary,Melton,XXXXXXXXX,XXXXXXXXX,1111 Cotton Vista,Caguas,PR,725,0,no
5767,John,Smith,XXXXXXXXX,XXXXXXXXX,3422 Jagged Willow Way,Los Angeles,CA,90046,0,no
5768,Sandra,Byrd,XXXXXXXXX,XXXXXXXXX,5452 Broad Mall,Caguas,PR,725,0,no
5769,Frank,Smith,XXXXXXXXX,XXXXXXXXX,5192 Misty Anchor Port,Mcallen,TX,78501,23,yes
5770,Brandon,Johnson,XXXXXXXXX,XXXXXXXXX,9693 Clear Crossing,Clovis,CA,93611,0,no
5771,Mary,Mcmahon,XXXXXXXXX,XXXXXXXXX,3052 Broad Rabbit Pointe,Caguas,PR,725,31,yes
5772,Andrea,Smith,XXXXXXXXX,XXXXXXXXX,4353 Velvet Treasure Island,Hampton,VA,23666,0,no
5773,Mary,Ellis,XXXXXXXXX,XXXXXXXXX,6692 Velvet Grove,Jacksonville,FL,32225,0,no
5774,Virginia,Smith,XXXXXXXXX,XXXXXXXXX,5315 Indian Rise Dell,Caguas,PR,725,0,no
5775,Joyce,Garcia,XXXXXXXXX,XXXXXXXXX,4868 Tawny Park,Los Angeles,CA,90004,13,yes
5776,Albert,Martin,XXXXXXXXX,XXXXXXXXX,914 Round Pony Canyon,Strongsville,OH,44136,34,yes
5777,Mary,Terry,XXXXXXXXX,XXXXXXXXX,2122 Crystal Mountain,Caguas,PR,725,0,no
5778,Evelyn,Smith,XXXXXXXXX,XXXXXXXXX,7864 Jagged Nectar Isle,Eagle Pass,TX,78852,31,yes
5779,Mary,Powell,XXXXXXXXX,XXXXXXXXX,8473 Lost Brook Bay,Caguas,PR,725,0,no
5780,Mary,Smith,XXXXXXXXX,XXXXXXXXX,75 Noble Swale,Bronx,NY,10460,0,no
5781,Jack,Stanley,XXXXXXXXX,XXXXXXXXX,3032 High Run,Los Angeles,CA,90043,0,no
5782,Mary,Hardin,XXXXXXXXX,XXXXXXXXX,5926 Emerald Elk Diversion,Caguas,PR,725,0,no
5783,Daniel,Smith,XXXXXXXXX,XXXXXXXXX,4746 Quaking Bear Valley,Indianapolis,IN,46227,0,no
5784,Matthew,Wolfe,XXXXXXXXX,XXXXXXXXX,406 Shady Cider Corner,Antioch,TN,37013,0,no
5785,Mary,Frost,XXXXXXXXX,XXXXXXXXX,5271 Rocky Pathway,Caguas,PR,725,0,no
5786,Brian,Smith,XXXXXXXXX,XXXXXXXXX,4760 Grand Nook,Sumner,WA,98390,0,no
5787,Jordan,Medina,XXXXXXXXX,XXXXXXXXX,3880 Emerald Villas,Caguas,PR,725,38,yes
5788,Mary,Barrera,XXXXXXXXX,XXXXXXXXX,523 Crystal Log Square,Indio,CA,92201,0,no
5789,Katherine,Smith,XXXXXXXXX,XXXXXXXXX,1399 Cinder Loop,Caguas,PR,725,0,no
5790,Mary,Young,XXXXXXXXX,XXXXXXXXX,4174 Dewy Pioneer Court,Fremont,CA,94536,0,no
5791,Debra,Lutz,XXXXXXXXX,XXXXXXXXX,5500 Noble Brook Circuit,Elk Grove,CA,95758,45,yes
5792,Mary,Smith,XXXXXXXXX,XXXXXXXXX,398 Pleasant Mountain,Saint Louis,MO,63116,23,yes
5793,Margaret,Weeks,XXXXXXXXX,XXXXXXXXX,7864 Rustic Creek Trace,Caguas,PR,725,0,no
5794,Bruce,Werner,XXXXXXXXX,XXXXXXXXX,6613 Sleepy Horse Quay,Philadelphia,PA,19140,0,no
5795,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2592 Colonial Pointe,Caguas,PR,725,0,no
5796,Crystal,Hamilton,XXXXXXXXX,XXXXXXXXX,1100 Amber Turnabout,Las Vegas,NV,89117,0,no
5797,Roy,Smith,XXXXXXXXX,XXXXXXXXX,1546 Cinder Autumn Cape,La Mirada,CA,90638,11,yes
5798,Mary,Butler,XXXXXXXXX,XXXXXXXXX,773 Heather Sky Mount,Albuquerque,NM,87120,32,yes
5799,Keith,Singleton,XXXXXXXXX,XXXXXXXXX,5259 Easy Timber Townline,Caguas,PR,725,0,no
5800,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1612 Quaking Walk,Crown Point,IN,46307,38,yes
5801,Theresa,Pearson,XXXXXXXXX,XXXXXXXXX,6715 Gentle Horse Row,Lutz,FL,33549,0,no
5802,Mary,Smith,XXXXXXXXX,XXXXXXXXX,9533 Burning Limits,Caguas,PR,725,41,yes
5803,Rebecca,Stewart,XXXXXXXXX,XXXXXXXXX,3225 Dusty Autumn Meadow,Jamaica,NY,11434,0,no
5804,Mary,Burns,XXXXXXXXX,XXXXXXXXX,560 Sleepy Gate,York,PA,17404,0,no
5805,Raymond,Bray,XXXXXXXXX,XXXXXXXXX,6750 Stony Fawn Wood,Caguas,PR,725,23,yes
5806,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2433 Thunder Grove Place,Chesapeake,VA,23320,0,no
5807,Edward,Silva,XXXXXXXXX,XXXXXXXXX,1173 Iron Terrace,Caguas,PR,725,40,yes
5808,Amanda,Smith,XXXXXXXXX,XXXXXXXXX,4132 Broad Branch Route,Denver,CO,80231,22,yes
5809,Mary,Nunez,XXXXXXXXX,XXXXXXXXX,7191 Cinder Woods,Caguas,PR,725,0,no
5810,Anthony,Smith,XXXXXXXXX,XXXXXXXXX,6888 Wishing Mountain Run,Rome,NY,13440,0,no
5811,Mary,Edwards,XXXXXXXXX,XXXXXXXXX,857 Little Prairie Walk,Caguas,PR,725,0,no
5812,Angela,Smith,XXXXXXXXX,XXXXXXXXX,2329 Sunny View Corner,New York,NY,10031,34,yes
5813,Mary,Brock,XXXXXXXXX,XXXXXXXXX,3668 Sunny Wharf,Caguas,PR,725,29,yes
5814,Debra,Smith,XXXXXXXXX,XXXXXXXXX,9551 Blue Pond Downs,Washington,DC,20020,0,no
5815,Mary,Proctor,XXXXXXXXX,XXXXXXXXX,8498 High Quay,Caguas,PR,725,0,no
5816,Barbara,Smith,XXXXXXXXX,XXXXXXXXX,5271 Rocky Pathway,Chicago,IL,60645,0,no
5817,Mary,Diaz,XXXXXXXXX,XXXXXXXXX,1795 Little Timber Wood,Caguas,PR,725,30,yes
5818,Brandon,Smith,XXXXXXXXX,XXXXXXXXX,7958 Thunder Apple Street,El Paso,TX,79912,39,yes
5819,Mary,Leon,XXXXXXXXX,XXXXXXXXX,2685 Umber Road,New Brunswick,NJ,8901,17,yes
5820,Margaret,Smith,XXXXXXXXX,XXXXXXXXX,6692 Round Hill,Caguas,PR,725,0,no
5821,Jessica,Humphrey,XXXXXXXXX,XXXXXXXXX,1043 Wishing Bear Ramp,Hyattsville,MD,20783,0,no
5822,Maria,Smith,XXXXXXXXX,XXXXXXXXX,3200 Sunny Grove Jetty,Caguas,PR,725,0,no
5823,Mary,Gardner,XXXXXXXXX,XXXXXXXXX,789 Umber Butterfly Round,Lancaster,PA,17603,0,no
5824,James,Smith,XXXXXXXXX,XXXXXXXXX,2248 Bright Way,Caguas,PR,725,0,no
5825,Roy,Mckay,XXXXXXXXX,XXXXXXXXX,6909 Shady Sky Park,San Diego,CA,92104,0,no
5826,Mary,Smith,XXXXXXXXX,XXXXXXXXX,4635 Shady Pine Boulevard,Caguas,PR,725,0,no
